E_coli,Total_Coliforms,Enterococci,Turbidity,Residual_Chlorine,Nitrate,Disease_Risk
18,4511,25,57.02,0.45,15.49,HepatitisA
120,701,4,70.26,0.06,17.41,HepatitisA
958,1734,68,7.83,0.2,16.64,Dysentery
1367,4525,15,49.3,0.06,9.64,Cholera
473,1317,14,11.78,0.17,3.08,Diarrhea
1159,2891,18,21.46,0.13,8.77,Cholera
1012,1883,80,2.53,0.2,10.51,Dysentery
113,833,15,5.21,0.8,28.09,Typhoid
1099,3454,11,49.0,0.14,4.42,Cholera
248,1011,12,19.06,0.09,13.99,Diarrhea
91,843,18,77.48,0.25,2.67,HepatitisA
191,1706,3,17.03,0.14,1.8,HepatitisA
261,801,9,17.86,0.49,12.86,Diarrhea
746,1301,42,13.04,0.13,4.12,Dysentery
805,292,89,6.83,0.13,8.12,Dysentery
692,684,72,3.41,0.02,19.66,Dysentery
1686,7884,14,43.58,0.06,6.79,Cholera
30,3925,1,72.48,0.4,1.72,HepatitisA
182,1982,6,14.23,0.01,0.72,Diarrhea
127,4906,28,36.83,0.07,17.03,HepatitisA
139,2522,33,4.71,0.66,25.67,Typhoid
116,4100,26,2.39,0.38,22.93,Typhoid
1678,4179,16,30.39,0.05,19.06,Cholera
617,1725,56,9.81,0.27,0.74,Dysentery
117,4140,49,5.96,0.58,21.89,Typhoid
427,1338,0,19.13,0.42,13.86,Diarrhea
433,1585,7,13.86,0.15,8.17,Diarrhea
30,4828,42,6.83,0.79,26.51,Typhoid
127,3955,9,65.62,0.41,16.31,HepatitisA
134,2655,17,2.46,0.34,21.77,Typhoid
107,3903,30,2.5,0.25,21.95,Typhoid
302,1829,11,15.06,0.4,12.22,Diarrhea
207,346,3,5.2,0.01,7.8,Diarrhea
13,3821,15,6.48,0.71,11.52,Typhoid
1321,8007,3,48.22,0.08,11.59,Cholera
134,4128,45,5.73,0.57,23.57,Typhoid
454,559,0,18.42,0.11,7.15,Diarrhea
327,784,49,4.4,0.07,12.88,Dysentery
40,3814,29,5.16,0.3,12.97,Typhoid
218,774,4,13.99,0.25,12.75,Diarrhea
1110,1278,46,13.67,0.12,18.03,Dysentery
54,4339,17,23.34,0.28,14.39,HepatitisA
617,1338,22,12.35,0.06,8.34,Dysentery
1864,564,28,2.48,0.15,12.67,Dysentery
240,708,9,8.89,0.02,9.13,Diarrhea
107,881,39,3.14,0.27,17.36,Dysentery
578,9685,11,23.87,0.08,2.05,Cholera
378,1560,1,7.45,0.23,8.15,Diarrhea
343,420,3,13.33,0.03,10.75,Diarrhea
248,115,5,12.35,0.35,10.48,Diarrhea
135,4909,42,6.45,0.63,19.14,Typhoid
74,1997,48,4.31,0.61,13.85,Typhoid
299,1830,2,16.17,0.05,12.46,Diarrhea
1628,1557,4,19.45,0.08,18.6,Cholera
1048,5306,14,42.97,0.18,8.49,Cholera
1562,5018,14,48.41,0.17,3.12,Cholera
1535,2837,11,39.92,0.15,1.77,Cholera
413,442,27,13.36,0.0,18.39,Dysentery
1156,2291,15,19.38,0.09,19.67,Cholera
906,3430,6,23.3,0.11,12.27,Cholera
1616,5918,14,15.29,0.15,14.77,Cholera
23,4239,26,43.1,0.09,13.37,HepatitisA
498,1976,14,7.49,0.08,13.98,Diarrhea
197,4081,5,19.91,0.01,7.74,HepatitisA
64,4419,17,15.28,0.23,9.46,HepatitisA
70,3932,27,5.65,0.23,24.93,Typhoid
41,453,31,8.61,0.41,24.47,Typhoid
74,1437,25,14.51,0.41,16.89,HepatitisA
68,1555,16,1.19,0.41,17.14,Typhoid
113,1113,2,8.73,0.22,3.14,Diarrhea
81,4929,15,3.45,0.29,10.13,Typhoid
111,1196,10,17.55,0.31,7.36,Diarrhea
1562,486,49,8.9,0.06,10.37,Dysentery
1119,6231,15,21.56,0.02,2.77,Cholera
74,2200,31,7.17,0.75,19.69,Typhoid
1711,3812,5,13.8,0.18,4.54,Cholera
20,3358,21,4.99,0.42,12.58,Typhoid
136,996,39,3.81,0.7,23.85,Typhoid
256,5360,10,27.29,0.11,6.39,Cholera
377,7926,3,48.02,0.04,14.86,Cholera
46,3133,49,4.19,0.44,10.46,Typhoid
190,4893,18,35.94,0.45,7.99,HepatitisA
1121,1719,44,13.97,0.2,14.9,Dysentery
11,3488,36,4.27,0.5,11.17,Typhoid
616,6151,3,24.84,0.07,3.4,Cholera
27,2151,17,14.5,0.01,1.73,HepatitisA
87,4281,21,65.77,0.16,18.32,HepatitisA
1956,6775,9,40.84,0.1,18.73,Cholera
733,794,32,14.73,0.06,11.93,Dysentery
1900,4544,12,9.35,0.14,12.08,Cholera
14,1002,40,7.17,0.64,19.94,Typhoid
218,1900,75,7.91,0.02,7.28,Dysentery
353,391,7,4.75,0.3,1.67,Diarrhea
107,1317,17,1.46,0.38,24.03,Typhoid
89,1812,31,5.68,0.71,12.47,Typhoid
484,555,7,7.28,0.4,11.85,Diarrhea
145,3130,35,7.24,0.59,29.84,Typhoid
1553,2703,14,48.9,0.12,17.32,Cholera
249,206,2,12.69,0.28,14.99,Diarrhea
1200,881,67,9.4,0.28,6.97,Dysentery
1596,738,35,5.7,0.1,19.26,Dysentery
89,4314,22,37.19,0.3,10.07,HepatitisA
435,453,7,15.45,0.31,4.6,Diarrhea
176,1239,8,35.64,0.11,16.99,HepatitisA
110,2855,20,6.7,0.22,23.12,Typhoid
122,8994,15,30.84,0.11,10.86,Cholera
360,1081,1,4.68,0.37,2.74,Diarrhea
302,898,4,5.93,0.45,6.73,Diarrhea
521,709,5,30.29,0.14,6.75,Cholera
144,1556,85,2.41,0.01,16.28,Dysentery
1022,906,75,5.94,0.09,5.46,Dysentery
781,1730,20,5.38,0.23,16.55,Dysentery
88,848,37,4.37,0.49,13.07,Typhoid
124,4158,10,5.49,0.48,17.75,Typhoid
1188,742,76,7.2,0.14,18.47,Dysentery
77,2758,22,17.71,0.45,19.68,HepatitisA
73,2557,42,3.64,0.29,17.96,Typhoid
86,2202,26,3.22,0.57,16.76,Typhoid
149,1362,21,6.84,0.52,22.11,Typhoid
64,2585,15,6.94,0.66,26.63,Typhoid
316,1707,14,9.89,0.15,0.67,Diarrhea
34,3777,18,39.19,0.15,2.92,HepatitisA
158,1356,27,82.77,0.22,16.1,HepatitisA
130,550,23,55.67,0.16,5.07,HepatitisA
1755,5216,1,13.22,0.05,6.18,Cholera
1537,1636,92,6.4,0.09,1.65,Dysentery
108,286,10,17.6,0.1,4.83,Diarrhea
32,1112,41,2.71,0.29,19.62,Typhoid
373,367,0,10.73,0.46,3.23,Diarrhea
502,5200,10,8.26,0.02,10.11,Cholera
230,737,2,9.9,0.24,8.54,Diarrhea
857,9037,18,40.13,0.1,18.47,Cholera
66,1584,13,11.12,0.2,10.42,Diarrhea
438,941,9,17.45,0.2,13.43,Diarrhea
115,1654,2,4.46,0.21,12.9,Diarrhea
136,1260,8,9.78,0.4,2.33,Diarrhea
331,135,3,9.11,0.42,7.53,Diarrhea
104,3498,25,1.17,0.63,29.65,Typhoid
106,4823,11,5.14,0.43,25.52,Typhoid
322,1939,2,6.47,0.36,7.21,Diarrhea
29,1348,21,82.75,0.04,19.2,HepatitisA
80,2121,48,5.05,0.23,14.29,Typhoid
141,717,41,1.89,0.4,15.08,Typhoid
383,5970,10,31.11,0.14,12.7,Cholera
788,9912,7,25.86,0.07,8.16,Cholera
1189,7031,13,31.87,0.18,9.3,Cholera
546,541,3,5.46,0.07,18.44,Cholera
601,6622,15,44.48,0.18,17.26,Cholera
1529,9291,1,19.94,0.17,4.81,Cholera
108,4227,42,2.7,0.64,20.7,Typhoid
161,1115,12,5.8,0.12,3.38,Diarrhea
229,796,2,12.57,0.23,9.97,Diarrhea
301,1593,14,18.61,0.06,10.04,Diarrhea
103,3752,17,22.94,0.34,18.41,HepatitisA
251,782,8,16.5,0.39,3.32,Diarrhea
1692,7599,7,24.9,0.13,16.34,Cholera
143,1761,3,64.82,0.31,15.7,HepatitisA
239,1979,8,8.9,0.0,1.88,Diarrhea
136,1336,3,14.6,0.27,8.13,Diarrhea
55,4328,18,2.65,0.75,14.46,Typhoid
146,823,79,3.45,0.03,9.67,Dysentery
757,1693,46,7.75,0.07,2.49,Dysentery
59,538,11,15.94,0.29,12.73,Diarrhea
1938,7389,16,26.07,0.16,13.93,Cholera
867,700,25,3.62,0.08,12.17,Dysentery
578,7188,12,7.32,0.06,12.03,Cholera
166,336,0,44.54,0.09,0.82,HepatitisA
315,1559,19,6.54,0.18,0.21,Cholera
72,1572,13,16.21,0.31,7.06,Diarrhea
133,846,11,7.44,0.67,28.2,Typhoid
86,2847,24,6.94,0.4,11.02,Typhoid
141,3556,16,4.14,0.44,21.54,Typhoid
194,258,2,14.94,0.45,5.43,Diarrhea
449,632,69,2.5,0.06,9.53,Dysentery
1631,9742,15,47.33,0.03,8.66,Cholera
1874,5180,6,6.28,0.06,2.02,Cholera
161,3273,16,67.99,0.41,7.44,HepatitisA
1776,4936,8,32.72,0.09,3.18,Cholera
128,1199,9,46.31,0.28,15.14,HepatitisA
121,1662,40,10.72,0.29,8.7,Dysentery
1801,5829,18,31.32,0.01,18.61,Cholera
1559,1713,6,15.97,0.01,1.71,Cholera
393,6530,18,22.71,0.07,19.3,Cholera
137,1915,25,7.5,0.24,11.68,Typhoid
101,1566,33,3.32,0.53,26.11,Typhoid
598,1155,29,11.3,0.23,4.41,Dysentery
601,8974,19,13.11,0.04,4.57,Cholera
13,1158,45,1.35,0.25,12.99,Typhoid
21,466,14,5.65,0.74,15.93,Typhoid
1429,445,39,9.4,0.16,14.86,Dysentery
77,4103,11,3.86,0.52,26.0,Typhoid
45,4480,13,2.27,0.4,27.85,Typhoid
656,3590,19,35.13,0.02,6.11,Cholera
946,757,9,11.84,0.01,18.94,Cholera
252,1630,11,3.65,0.2,8.67,Diarrhea
1917,1611,60,14.86,0.17,9.67,Dysentery
111,3198,45,5.1,0.22,11.2,Typhoid
86,617,8,13.05,0.2,4.96,Diarrhea
139,448,24,1.07,0.29,29.71,Typhoid
111,1183,6,62.75,0.4,10.14,HepatitisA
1486,974,70,9.09,0.21,0.17,Dysentery
94,2231,30,9.07,0.28,26.41,Typhoid
183,3480,10,94.87,0.06,9.05,HepatitisA
76,4071,48,7.2,0.58,15.3,Typhoid
161,3237,23,49.4,0.35,17.97,HepatitisA
1159,4620,7,6.88,0.15,8.75,Cholera
122,4159,7,10.19,0.06,18.96,HepatitisA
86,1011,1,6.94,0.02,0.52,Diarrhea
1765,1203,76,3.6,0.19,11.77,Dysentery
691,513,66,5.76,0.03,9.2,Dysentery
30,4865,27,92.76,0.15,3.0,HepatitisA
19,615,21,2.13,0.2,16.68,Typhoid
218,7118,10,46.45,0.14,7.45,Cholera
47,1321,28,61.35,0.49,2.44,HepatitisA
124,2119,6,42.91,0.18,13.53,Cholera
1209,1383,84,10.71,0.11,15.21,Dysentery
18,2816,3,95.09,0.15,15.61,HepatitisA
1638,5617,18,37.51,0.15,17.82,Cholera
45,4379,29,49.57,0.1,17.58,HepatitisA
1749,528,24,14.6,0.23,18.48,Dysentery
1554,5201,1,46.14,0.11,9.56,Cholera
329,1535,4,9.08,0.36,3.14,Diarrhea
1690,8556,1,26.74,0.17,7.55,Cholera
1449,955,89,12.76,0.17,5.95,Dysentery
1197,4082,10,46.92,0.09,7.02,Cholera
105,317,8,10.0,0.36,14.35,Diarrhea
129,1707,46,7.25,0.42,24.69,Typhoid
949,1701,96,2.68,0.28,19.58,Dysentery
697,1064,19,44.99,0.0,2.61,Cholera
1862,5749,1,25.18,0.06,9.18,Cholera
462,615,10,7.35,0.32,4.03,Diarrhea
115,4898,2,73.59,0.38,4.9,HepatitisA
241,1237,6,17.74,0.33,0.06,Diarrhea
1260,6494,1,35.02,0.1,12.01,Cholera
121,602,10,17.08,0.48,19.13,HepatitisA
73,1055,25,60.0,0.48,8.76,HepatitisA
1601,1937,5,34.31,0.05,18.85,Cholera
399,474,6,12.67,0.01,3.48,Diarrhea
57,902,25,8.68,0.62,10.28,Typhoid
158,1938,13,8.67,0.17,8.77,Diarrhea
57,1558,23,33.82,0.45,19.24,HepatitisA
51,2296,25,20.76,0.07,8.78,HepatitisA
1967,4493,17,11.37,0.17,18.25,Cholera
767,1373,83,10.18,0.14,19.94,Dysentery
142,745,56,7.68,0.22,8.66,Dysentery
234,1806,10,15.53,0.04,6.39,Diarrhea
75,2529,45,3.75,0.22,28.43,Typhoid
130,4788,16,13.07,0.14,15.73,HepatitisA
100,4498,42,3.26,0.67,10.32,Typhoid
111,529,14,6.97,0.17,12.87,Diarrhea
1479,161,32,8.25,0.04,8.35,Dysentery
178,1924,25,23.03,0.24,2.18,HepatitisA
278,340,14,4.44,0.35,2.21,Diarrhea
183,4043,16,33.5,0.29,2.61,HepatitisA
80,405,6,11.37,0.24,10.15,Diarrhea
1721,512,59,13.55,0.12,6.91,Dysentery
1815,1375,48,4.8,0.18,16.8,Dysentery
807,8538,12,26.5,0.14,14.35,Cholera
73,4151,19,19.34,0.31,6.22,HepatitisA
17,4672,25,38.0,0.12,1.7,HepatitisA
140,4418,49,5.85,0.66,21.24,Typhoid
57,1457,11,13.28,0.26,8.57,Diarrhea
41,1272,5,93.3,0.23,17.18,HepatitisA
200,1212,13,13.73,0.37,14.16,Diarrhea
223,4426,16,24.7,0.07,10.9,Cholera
14,631,19,82.45,0.24,8.68,HepatitisA
57,3503,8,35.33,0.42,2.73,HepatitisA
321,182,11,9.86,0.06,12.1,Diarrhea
1167,9498,11,43.91,0.06,0.9,Cholera
51,407,2,17.09,0.3,10.99,Diarrhea
1322,1169,38,12.66,0.05,19.78,Dysentery
551,4936,19,20.44,0.11,4.66,Cholera
179,3261,28,14.96,0.33,2.78,HepatitisA
10,2269,11,28.21,0.33,8.68,HepatitisA
51,4115,21,1.75,0.3,28.58,Typhoid
971,853,96,6.38,0.04,2.84,Dysentery
327,1236,14,13.31,0.07,2.45,Diarrhea
431,1400,13,6.71,0.4,2.59,Diarrhea
1899,9333,1,39.93,0.07,16.78,Cholera
565,3566,1,15.22,0.14,3.49,Cholera
130,4948,19,87.83,0.38,3.15,HepatitisA
1870,7157,14,33.63,0.05,6.27,Cholera
484,817,14,5.02,0.42,7.87,Diarrhea
45,415,3,49.45,0.17,8.87,HepatitisA
751,689,86,14.4,0.0,5.06,Dysentery
152,2164,22,11.28,0.03,0.39,HepatitisA
180,2301,13,53.15,0.13,17.56,HepatitisA
103,554,26,3.94,0.22,27.44,Typhoid
777,1361,32,11.27,0.29,1.26,Dysentery
13,300,14,22.79,0.22,10.41,HepatitisA
1886,1953,26,2.15,0.18,6.5,Dysentery
19,3017,0,35.87,0.42,16.11,HepatitisA
150,809,42,2.4,0.2,6.15,Dysentery
71,336,3,3.1,0.39,11.36,Diarrhea
1403,7249,12,6.06,0.12,4.66,Cholera
107,1259,36,9.64,0.8,20.0,Typhoid
1448,1453,68,11.98,0.03,4.6,Dysentery
130,560,80,6.23,0.22,19.74,Dysentery
159,2859,24,92.2,0.29,4.68,HepatitisA
124,210,15,3.12,0.49,15.47,Typhoid
899,4409,0,19.93,0.13,4.26,Cholera
645,2912,9,25.25,0.0,7.89,Cholera
1188,542,79,3.11,0.15,12.16,Dysentery
118,990,16,14.49,0.22,8.91,HepatitisA
468,1134,4,15.16,0.35,0.98,Diarrhea
61,1140,23,11.89,0.3,14.3,HepatitisA
59,374,0,53.68,0.15,12.19,HepatitisA
124,3454,1,78.62,0.09,1.35,HepatitisA
453,1853,1,8.21,0.16,5.7,Diarrhea
183,1620,78,4.74,0.23,4.48,Dysentery
182,2368,23,46.19,0.41,1.38,HepatitisA
445,1900,9,5.49,0.12,7.62,Diarrhea
15,791,19,4.11,0.67,16.97,Typhoid
408,623,9,9.57,0.12,1.35,Diarrhea
1267,542,39,13.8,0.23,2.27,Dysentery
146,2259,27,86.09,0.38,11.62,HepatitisA
869,1336,35,12.75,0.22,12.72,Dysentery
138,1353,45,5.04,0.72,16.38,Typhoid
113,605,8,10.32,0.28,9.3,Diarrhea
183,1350,21,75.41,0.19,13.14,HepatitisA
293,654,41,2.5,0.07,17.98,Dysentery
34,3965,11,87.84,0.25,9.06,HepatitisA
54,1140,10,7.1,0.36,2.36,Diarrhea
704,1670,58,2.63,0.01,0.31,Dysentery
1031,1090,20,3.42,0.26,19.86,Dysentery
1654,3705,1,19.95,0.18,3.82,Cholera
1861,1383,66,4.59,0.06,14.62,Dysentery
271,1068,53,5.97,0.06,18.75,Dysentery
356,5284,6,5.0,0.12,17.43,Cholera
1991,776,94,11.54,0.19,4.76,Dysentery
675,1389,27,9.1,0.12,18.19,Dysentery
857,180,66,4.12,0.17,1.29,Dysentery
1619,601,62,6.15,0.27,17.88,Dysentery
1383,326,27,10.52,0.0,2.46,Dysentery
1613,1890,20,10.24,0.28,2.1,Dysentery
1548,1291,37,6.45,0.07,7.15,Dysentery
179,7692,17,38.32,0.07,18.65,Cholera
1971,247,76,8.11,0.26,3.67,Dysentery
164,2795,4,36.83,0.03,17.78,HepatitisA
165,3835,3,16.79,0.22,11.57,HepatitisA
15,3411,45,5.89,0.76,22.54,Typhoid
1478,244,22,3.26,0.23,15.38,Dysentery
1916,5597,14,45.9,0.08,1.8,Cholera
186,2847,5,41.77,0.36,2.55,HepatitisA
1495,106,99,2.45,0.22,4.22,Dysentery
1865,1897,85,13.99,0.0,8.84,Dysentery
75,567,5,10.82,0.3,3.15,Diarrhea
1426,1172,68,2.43,0.28,15.56,Dysentery
493,1850,10,9.33,0.46,14.17,Diarrhea
1283,165,98,5.63,0.09,2.75,Dysentery
1469,7196,16,42.58,0.12,2.08,Cholera
1315,3159,17,8.18,0.18,16.47,Cholera
114,1515,28,48.05,0.4,2.03,HepatitisA
401,1444,75,3.72,0.0,17.38,Dysentery
694,893,97,3.95,0.02,8.65,Dysentery
504,1339,22,14.56,0.27,19.49,Dysentery
291,507,13,14.97,0.07,10.16,Diarrhea
421,1624,13,6.1,0.45,5.66,Diarrhea
125,4212,20,4.48,0.28,29.34,Typhoid
1278,1654,28,5.92,0.15,2.33,Dysentery
11,2760,48,6.91,0.44,25.35,Typhoid
216,1296,4,14.48,0.44,6.87,Diarrhea
180,392,7,78.04,0.07,1.01,HepatitisA
1996,276,44,14.68,0.09,12.62,Dysentery
1250,248,23,8.69,0.1,10.19,Dysentery
40,1350,14,74.16,0.12,1.38,HepatitisA
509,896,12,33.97,0.13,19.37,Cholera
1468,7157,4,42.7,0.08,10.96,Cholera
539,1657,59,4.13,0.26,15.56,Dysentery
127,4175,49,6.06,0.4,22.24,Typhoid
142,3394,14,3.76,0.23,21.18,Typhoid
251,1902,4,17.37,0.22,3.62,Diarrhea
178,2082,3,13.9,0.49,0.54,HepatitisA
1972,672,80,5.85,0.25,13.33,Dysentery
1906,6356,13,30.51,0.02,16.7,Cholera
21,867,4,79.58,0.34,18.23,HepatitisA
36,3221,15,43.21,0.17,2.24,HepatitisA
160,370,21,72.41,0.04,0.74,HepatitisA
1334,312,63,7.28,0.24,2.47,Dysentery
89,1921,36,7.27,0.64,22.85,Typhoid
121,375,16,37.44,0.07,17.87,HepatitisA
114,1196,84,4.53,0.16,0.98,Dysentery
157,3879,0,49.08,0.37,19.11,HepatitisA
73,4316,4,75.78,0.29,16.99,HepatitisA
111,3014,28,9.05,0.72,23.6,Typhoid
99,2439,36,4.94,0.48,16.69,Typhoid
130,409,87,11.84,0.04,16.79,Dysentery
148,4612,20,1.3,0.44,19.16,Typhoid
260,1738,8,12.72,0.4,14.34,Diarrhea
82,2142,1,20.95,0.22,18.88,HepatitisA
1249,5707,5,15.05,0.0,17.98,Cholera
70,2213,8,22.75,0.32,0.48,HepatitisA
128,1171,5,66.99,0.45,6.28,HepatitisA
1253,8328,10,17.03,0.17,8.4,Cholera
575,4673,14,8.33,0.04,12.26,Cholera
1575,775,38,7.01,0.11,13.76,Dysentery
882,1141,55,2.41,0.16,7.91,Dysentery
1067,1646,97,8.31,0.04,11.85,Dysentery
33,4242,30,8.19,0.74,14.38,Typhoid
154,623,6,80.04,0.04,13.38,HepatitisA
193,884,16,97.69,0.04,4.15,HepatitisA
115,2870,15,9.86,0.24,19.42,Typhoid
136,3979,1,53.08,0.21,4.67,HepatitisA
171,1383,9,37.41,0.26,6.48,HepatitisA
121,3080,48,1.0,0.26,28.03,Typhoid
59,353,26,10.11,0.44,14.12,HepatitisA
1249,658,85,8.52,0.1,6.33,Dysentery
301,366,8,13.05,0.19,13.68,Diarrhea
1664,7655,18,37.87,0.07,1.95,Cholera
301,949,7,4.97,0.48,1.53,Diarrhea
225,1001,10,18.59,0.25,0.53,Diarrhea
1522,8353,3,8.35,0.1,7.43,Cholera
444,987,0,19.22,0.15,6.38,Diarrhea
148,4325,28,93.5,0.05,9.41,HepatitisA
738,1395,81,7.38,0.17,2.3,Dysentery
81,2593,49,5.97,0.53,20.29,Typhoid
266,1036,11,8.4,0.42,10.11,Diarrhea
1381,7271,7,21.57,0.04,3.81,Cholera
69,3176,16,1.13,0.3,20.15,Typhoid
91,3896,42,3.02,0.76,17.11,Typhoid
837,1815,73,12.38,0.09,4.75,Dysentery
136,1567,9,9.85,0.34,7.22,Diarrhea
916,1514,63,7.31,0.18,4.25,Dysentery
1919,1209,38,3.27,0.07,15.03,Dysentery
732,1735,82,8.88,0.14,8.75,Dysentery
1539,324,81,3.52,0.21,14.5,Dysentery
324,513,6,8.77,0.3,4.28,Diarrhea
1078,171,75,5.14,0.04,2.37,Dysentery
65,1156,43,5.41,0.46,28.77,Typhoid
1146,8890,12,35.1,0.06,2.02,Cholera
169,2055,22,48.62,0.14,16.79,HepatitisA
694,6590,3,28.64,0.01,5.92,Cholera
420,1657,9,12.05,0.02,13.91,Diarrhea
100,1966,7,11.93,0.41,9.79,Diarrhea
230,1874,12,3.37,0.33,14.9,Diarrhea
732,456,55,2.63,0.19,6.19,Dysentery
636,239,20,8.73,0.21,15.98,Dysentery
302,1559,10,6.6,0.11,8.8,Diarrhea
8,3557,25,45.95,0.32,4.09,HepatitisA
419,493,4,3.33,0.08,10.49,Diarrhea
1897,5393,4,44.99,0.06,12.08,Cholera
132,2891,16,34.03,0.02,2.27,HepatitisA
719,134,41,8.11,0.23,12.57,Dysentery
487,1280,6,16.02,0.03,10.92,Diarrhea
1068,724,71,8.57,0.15,16.09,Dysentery
1743,980,63,11.08,0.18,16.41,Dysentery
29,3109,21,58.2,0.24,10.95,HepatitisA
488,1548,2,4.96,0.38,2.37,Diarrhea
46,3608,7,63.98,0.31,16.57,HepatitisA
110,713,26,4.46,0.69,14.48,Typhoid
104,2931,43,7.88,0.55,17.68,Typhoid
88,750,22,5.67,0.54,29.76,Typhoid
1093,587,35,14.81,0.07,0.39,Dysentery
19,2755,32,7.54,0.33,15.6,Typhoid
592,1644,63,13.13,0.28,10.42,Dysentery
79,2822,48,7.18,0.64,11.1,Typhoid
320,1361,8,8.51,0.31,1.45,Diarrhea
722,1743,98,6.89,0.08,9.66,Dysentery
5,3046,18,34.78,0.12,11.11,HepatitisA
98,2150,21,2.23,0.72,14.04,Typhoid
42,649,1,99.81,0.31,7.85,HepatitisA
83,1703,11,7.79,0.22,11.4,Diarrhea
956,1886,68,13.25,0.12,17.97,Dysentery
55,2360,34,3.01,0.78,11.54,Typhoid
94,2517,12,1.97,0.36,19.26,Typhoid
781,4172,9,6.34,0.15,12.67,Cholera
135,2161,27,8.33,0.63,14.23,Typhoid
138,1107,24,41.29,0.4,5.31,HepatitisA
1649,6388,10,13.65,0.06,16.11,Cholera
301,826,10,18.72,0.37,14.56,Diarrhea
12,2189,17,62.5,0.43,9.52,HepatitisA
36,1608,13,90.05,0.28,10.14,HepatitisA
195,2808,18,87.3,0.17,11.29,HepatitisA
467,1747,14,14.83,0.48,4.96,Diarrhea
1213,1925,63,8.51,0.28,11.56,Dysentery
54,229,6,40.74,0.3,10.73,HepatitisA
108,1604,9,28.42,0.36,11.15,HepatitisA
179,2659,3,81.24,0.22,1.7,HepatitisA
140,2947,25,2.11,0.64,12.81,Typhoid
861,752,92,2.59,0.05,17.04,Dysentery
284,619,1,14.13,0.11,6.82,Diarrhea
468,1859,11,10.18,0.11,0.8,Diarrhea
333,988,0,12.06,0.19,12.84,Diarrhea
93,1961,3,16.77,0.34,9.81,HepatitisA
1425,9244,13,47.89,0.0,4.26,Cholera
114,1161,33,5.6,0.51,16.38,Typhoid
693,886,20,12.53,0.25,15.5,Dysentery
286,1151,12,13.95,0.42,1.37,Diarrhea
1498,1494,65,5.91,0.01,1.8,Dysentery
55,4847,1,18.05,0.29,13.8,HepatitisA
614,4525,15,15.25,0.16,7.33,Cholera
485,1657,25,13.72,0.12,8.56,Dysentery
1842,8213,3,32.88,0.03,2.91,Cholera
110,1691,20,36.1,0.26,6.49,HepatitisA
566,4429,7,32.32,0.16,17.18,Cholera
225,265,32,12.5,0.25,8.37,Dysentery
69,1089,13,3.77,0.75,13.6,Typhoid
612,615,4,44.54,0.13,10.17,Cholera
1815,436,21,11.63,0.09,14.65,Dysentery
144,3089,23,1.25,0.24,28.84,Typhoid
51,3722,28,78.31,0.31,0.47,HepatitisA
328,1015,98,7.63,0.1,15.02,Dysentery
1085,2576,17,41.46,0.08,19.76,Cholera
288,1246,6,3.66,0.14,7.35,Diarrhea
474,1861,10,18.28,0.19,8.89,Diarrhea
165,702,10,15.59,0.1,12.96,Diarrhea
15,2687,27,86.4,0.07,7.83,HepatitisA
96,3931,44,1.91,0.38,29.05,Typhoid
240,451,4,4.94,0.16,2.19,Diarrhea
713,6189,19,24.85,0.14,0.96,Cholera
1966,1282,13,44.89,0.03,5.36,Cholera
1521,799,69,5.96,0.02,6.53,Dysentery
522,9625,11,41.48,0.02,18.18,Cholera
1505,1881,54,10.34,0.07,2.44,Dysentery
74,961,46,7.61,0.63,12.53,Typhoid
1393,264,34,10.79,0.07,12.06,Dysentery
73,3870,10,2.76,0.4,26.96,Typhoid
1397,3796,0,30.59,0.06,4.46,Cholera
1556,2545,4,20.4,0.19,2.95,Cholera
126,1273,15,32.48,0.09,1.9,HepatitisA
1735,679,60,12.38,0.15,18.07,Dysentery
1984,1210,43,8.1,0.17,19.23,Dysentery
302,2806,9,22.88,0.14,1.25,Cholera
125,2448,22,94.04,0.39,15.55,HepatitisA
153,2693,12,47.8,0.45,17.23,HepatitisA
1753,9847,3,29.03,0.09,7.68,Cholera
1710,616,6,48.77,0.14,11.55,Cholera
489,1402,13,19.29,0.44,3.91,Diarrhea
280,1704,12,8.64,0.04,8.85,Diarrhea
591,728,68,12.95,0.26,6.4,Dysentery
90,323,11,5.86,0.36,27.03,Typhoid
304,541,72,7.37,0.01,18.73,Dysentery
37,613,21,3.7,0.31,11.73,Typhoid
1650,1967,76,12.53,0.17,15.22,Dysentery
338,1355,5,16.53,0.25,8.41,Diarrhea
54,4504,47,8.86,0.41,14.78,Typhoid
179,4195,14,21.07,0.15,18.33,Cholera
259,917,1,9.9,0.25,10.86,Diarrhea
116,376,41,6.68,0.33,23.19,Typhoid
422,790,66,8.04,0.2,8.89,Dysentery
93,502,35,1.18,0.48,25.59,Typhoid
384,777,9,14.19,0.06,6.63,Diarrhea
301,1232,10,12.72,0.39,1.43,Diarrhea
1781,1567,66,14.35,0.06,0.69,Dysentery
551,2081,9,46.15,0.12,0.15,Cholera
1618,1728,6,14.78,0.04,18.7,Cholera
215,239,2,13.81,0.04,2.82,Diarrhea
146,4617,30,2.13,0.46,11.3,Typhoid
747,420,83,2.15,0.05,12.69,Dysentery
111,4303,35,9.51,0.3,18.27,Typhoid
3,3063,22,31.32,0.02,10.21,HepatitisA
46,996,1,82.34,0.15,10.88,HepatitisA
1543,1445,35,6.23,0.02,1.3,Dysentery
1119,834,96,11.06,0.11,6.1,Dysentery
